deviceinfo_deviceid,max,count,sum
3.58E+14,23,11637,6516980
3.57E+14,43,10475,6479135
3.58E+14,25,1889,6477393
3.59E+14,27,5101,6462068
3.58E+14,23,6968,6432745
3.58E+14,30,3878,6379866
9.90E+14,52,14029,6378917
3.59E+14,23,3597,6370419
3.58E+14,28,7200,6356540
3.58E+14,26,4986,6356269
3.58E+14,27,6250,6336132
3.59E+14,22,6019,6331850
R52H10L43QD,34,3660,6325840
3.58E+14,23,6192,6311472
3.56E+14,23,6795,6305064
3.58E+14,26,11136,6274455
3.58E+14,24,7416,6273148
3.58E+14,48,33242,6263305
3.59E+14,26,6962,6263213
R52F80KHYMV,40,6155,6227132
3.59E+14,28,7035,6218652
3.59E+14,22,6486,6192346
3.58E+14,27,6444,6180071
3.58E+14,27,5728,6166511
3.59E+14,24,8828,6159367
3.59E+14,21,7657,6149738
3.58E+14,26,6368,6145372
3.58E+14,26,7354,6122005
9.90E+14,37,5915,6119098
3.56E+14,24,4561,6108633
3.58E+14,25,7006,6101771
3.59E+14,30,1895,6097663
9.90E+14,35,3771,6074649
3.59E+14,28,8362,6070113
9.90E+14,36,3754,6060727
3.59E+14,27,6553,6057425
9.90E+14,44,17367,6031905
3.56E+14,25,10251,6012094
3.59E+14,23,7947,6009325
3.56E+14,22,9386,5986564
3.56E+14,26,6569,5976197
3.58E+14,26,7078,5924429
3.59E+14,24,4887,5899470
3.56E+14,40,26889,5891706
3.58E+14,23,3309,5889370
3.56E+14,40,16588,5888395
3.59E+14,20,7091,5872504
3.59E+14,21,6039,5863085
3.59E+14,22,7140,5861865
3.56E+14,39,14858,5839233
3.58E+14,30,12314,5832885
3.58E+14,26,8838,5832463
3.59E+14,24,8447,5823059
3.59E+14,23,7265,5788373
3.56E+14,31,5639,5767211
3.58E+14,28,8140,5756368
3.59E+14,23,7222,5744723
3.54E+14,37,3658,5741441
3.59E+14,51,13926,5715850
3.59E+14,23,6721,5709729
3.59E+14,22,7266,5671209
3.56E+14,28,7964,5656954
3.59E+14,26,5652,5649330
3.59E+14,29,11545,5622492
3.59E+14,23,4084,5614934
3.57E+14,41,14483,5601013
3.59E+14,29,6977,5596172
3.59E+14,26,9566,5589203
3.58E+14,27,4670,5575764
3.58E+14,26,8877,5570792
R52H10L491X,34,5394,5547177
9.90E+14,50,20839,5540211
3.58E+14,27,8248,5536037
3.57E+14,40,19690,5516036
3.58E+14,22,3628,5513711
3.56E+14,31,12498,5476984
3.59E+14,24,6592,5466450
3.54E+14,51,30783,5458680
3.56E+14,41,7741,5453109
3.58E+14,21,4049,5447444
3.59E+14,30,7425,5444082
3.59E+14,27,8443,5439617
3.58E+14,26,8298,5438477
3.55E+14,40,26620,5411899
9.90E+14,41,23892,5409720
3.58E+14,20,2942,5408215
3.58E+14,23,8679,5406362
3.58E+14,41,44562,5401625
3.58E+14,28,6798,5399893
R52H1052RCW,34,3376,5396203
3.56E+14,25,8067,5390358
3.59E+14,20,7433,5382487
3.58E+14,26,6692,5361985
3.58E+14,26,11234,5341004
3.58E+14,29,10749,5332042
3.59E+14,25,7733,5329305
3.58E+14,26,8198,5328932
3.56E+14,24,7687,5325854
3.58E+14,24,6729,5316004
3.59E+14,20,8447,5313539
3.56E+14,23,4151,5303846
3.59E+14,31,6331,5303798
3.59E+14,22,5879,5274533
3.58E+14,27,6796,5269831
3.55E+14,30,3516,5260243
3.56E+14,28,4417,5256120
3.59E+14,31,5255,5254763
3.59E+14,27,4687,5250445
3.58E+14,26,7722,5236151
3.59E+14,49,27518,5233562
3.52E+14,25,25598,5217780
9.90E+14,32,5232,5200771
3.59E+14,23,8501,5186504
3.56E+14,23,3014,5184843
3.58E+14,25,6280,5173409
3.59E+14,28,6424,5166719
3.54E+14,25,3344,5162096
3.58E+14,26,13194,5156868
3.59E+14,22,6894,5156046
3.56E+14,26,3865,5155821
9.90E+14,36,6160,5151160
3.56E+14,32,7787,5149335
3.54E+14,48,21810,5146130
3.54E+14,40,4630,5119339
3.54E+14,41,6143,5115301
3.59E+14,22,6069,5107430
3.58E+14,28,9906,5103961
3.59E+14,27,6232,5092371
3.56E+14,27,1490,5088060
3.58E+14,24,7684,5087594
3.59E+14,23,8544,5085778
3.58E+14,26,9740,5080649
9.90E+14,49,29583,5077048
3.54E+14,37,3338,5076765
3.56E+14,26,4217,5060387
3.59E+14,20,5422,5021201
3.59E+14,27,6755,5019432
3.58E+14,24,6886,5011260
3.56E+14,34,2829,4998952
3.59E+14,22,6403,4998640
3.58E+14,25,9445,4989240
3.59E+14,24,5981,4944418
3.59E+14,26,8872,4931459
3.58E+14,39,4965,4922336
R52GC0Y0BQW,28,6560,4909057
3.58E+14,28,4159,4908241
R52GC0Y0GAL,34,3661,4906961
3.58E+14,40,12376,4905282
3.59E+14,26,6483,4899630
3.59E+14,29,4732,4887520
3.58E+14,29,3072,4877800
3.54E+14,49,5792,4872664
3.59E+14,23,5329,4871849
3.58E+14,24,3038,4834113
3.59E+14,53,67553,4793691
3.56E+14,29,5923,4763187
3.56E+14,28,8256,4746778
3.58E+14,25,14245,4740343
9.90E+14,52,21253,4737918
3.59E+14,24,5965,4708715
3.59E+14,30,5862,4667786
3.58E+14,26,8008,4650110
3.58E+14,26,9361,4648845
3.55E+14,34,2650,4619566
3.59E+14,22,6369,4612208
3.58E+14,26,10029,4599945
3.58E+14,26,7398,4575182
3.57E+14,44,14211,4563202
3.59E+14,29,5620,4551985
R52GC0Y0LFX,31,2455,4549204
3.58E+14,25,2057,4548777
3.59E+14,24,5220,4520969
3.59E+14,28,10677,4500696
3.59E+14,30,4538,4489364
3.59E+14,29,6875,4464664
3.59E+14,31,7490,4451266
3.54E+14,45,60114,4438972
3.58E+14,22,3246,4436453
3.58E+14,27,9045,4431310
3.59E+14,24,6335,4424965
3.54E+14,26,3456,4422023
3.59E+14,20,6479,4409093
3.59E+14,25,5333,4403911
3.59E+14,22,6881,4391947
3.58E+14,26,6866,4390413
3.58E+14,27,15111,4383611
3.58E+14,23,3021,4379187
3.58E+14,30,2865,4375643
3.59E+14,30,6972,4371027
3.59E+14,23,8231,4365476
3.58E+14,26,7060,4357817
3.56E+14,22,5315,4336325
3.57E+14,43,32228,4322555
3.56E+14,27,6464,4314023
3.54E+14,35,2895,4308960
3.58E+14,26,9465,4306346
9.90E+14,46,12325,4295025
3.59E+14,24,4536,4282007
3.59E+14,24,5047,4272295
3.55E+14,41,16158,4269069
3.56E+14,27,6357,4252773
3.58E+14,22,6916,4227678
3.58E+14,27,8105,4227269
3.59E+14,30,6023,4221930
3.59E+14,23,4655,4218774
3.59E+14,26,4737,4202523
3.57E+14,47,32615,4193624
3.58E+14,31,2995,4168763
9.90E+14,44,60487,4167791
3.56E+14,25,2134,4164475
3.58E+14,27,7618,4161844
3.56E+14,26,8252,4158978
3.58E+14,24,14993,4158493
3.58E+14,21,5690,4154506
3.55E+14,34,2460,4151593
3.58E+14,25,5773,4151176
3.59E+14,24,4854,4142265
3.59E+14,23,7664,4142205
3.59E+14,23,9668,4139605
R52GA205RHF,34,2200,4137704
3.59E+14,29,7061,4136603
3.56E+14,26,10084,4135911
9.90E+14,43,19090,4134967
3.56E+14,31,4412,4102208
3.56E+14,24,4736,4083833
3.58E+14,23,5275,4080453
3.58E+14,25,1565,4053935
3.59E+14,27,7638,4052802
3.59E+14,23,6386,4049574
3.56E+14,24,9482,4044653
3.56E+14,28,2823,4040764
3.59E+14,27,5984,4020234
9.90E+14,44,22961,4018345
3.56E+14,41,11720,4014613
3.56E+14,29,8182,4006476
3.58E+14,26,13743,4005962
3.58E+14,26,9405,3994690
3.59E+14,27,4167,3989927
3.59E+14,27,5826,3988184
3.58E+14,25,11043,3988094
3.58E+14,28,7634,3961323
3.59E+14,24,4045,3961220
9.90E+14,26,17682,3957608
R52GC0Y0DNE,34,7881,3949138
3.59E+14,30,5358,3947658
3.58E+14,25,8155,3947207
3.59E+14,25,5997,3945640
3.59E+14,26,2351,3943552
3.59E+14,24,5602,3941860
3.58E+14,38,12030,3940697
3.56E+14,27,7497,3940413
3.56E+14,26,4441,3937584
3.56E+14,26,5394,3923604
3.56E+14,24,5776,3911648
3.56E+14,26,17034,3904611
3.59E+14,21,5185,3896486
3.58E+14,24,5529,3891546
3.55E+14,31,1331,3877017
3.59E+14,28,2993,3874117
3.59E+14,29,6919,3870898
9.90E+14,33,3072,3861474
3.54E+14,37,2521,3837324
9.90E+14,43,49497,3794174
3.59E+14,31,5007,3764175
3.57E+14,35,27154,3751617
3.56E+14,27,2170,3733975
3.58E+14,27,16293,3732606
3.59E+14,26,4234,3705790
3.58E+14,25,8770,3704164
3.59E+14,24,7258,3677621
3.55E+14,38,4316,3665326
3.56E+14,23,11479,3658181
3.55E+14,35,1931,3655140
3.59E+14,23,3853,3653219
3.59E+14,30,5974,3644107
3.58E+14,28,17598,3634333
3.58E+14,27,9184,3627920
3.58E+14,31,1970,3627260
3.56E+14,21,1843,3618778
3.58E+14,27,3608,3607258
3.56E+14,25,11181,3589298
3.58E+14,23,1334,3568965
3.59E+14,26,5125,3567536
3.59E+14,23,5748,3557038
3.58E+14,31,7776,3552163
3.55E+14,41,16202,3545497
3.58E+14,31,1235,3537494
3.59E+14,23,5433,3531491
3.58E+14,26,8141,3523075
3.56E+14,29,3801,3520130
3.54E+14,37,2931,3510492
R52H1052R3T,33,2936,3508250
3.58E+14,22,6302,3502088
3.59E+14,26,6903,3494156
R52GC0Y0HAF,34,4049,3489983
3.54E+14,31,2217,3485710
R52H10L433J,34,3030,3483905
3.58E+14,28,9337,3463633
3.58E+14,39,16770,3453972
9.90E+14,34,2613,3451332
3.58E+14,28,6626,3444802
3.59E+14,25,6573,3440552
3.59E+14,25,7316,3440511
3.59E+14,28,6431,3440354
3.58E+14,25,7963,3440104
3.59E+14,23,4797,3435899
3.59E+14,24,5517,3433489
3.58E+14,28,13000,3407667
9.90E+14,35,5275,3406896
3.59E+14,24,5932,3398479
3.55E+14,37,46718,3391274
3.59E+14,23,5421,3379357
3.59E+14,23,3140,3375818
3.58E+14,26,3288,3375374
3.58E+14,24,7825,3356484
3.59E+14,27,4921,3344758
3.54E+14,47,7207,3323016
R52F80KJ30N,43,2083,3315704
3.59E+14,22,6554,3306261
3.58E+14,25,7467,3304841
3.59E+14,23,4018,3303252
3.59E+14,25,6745,3288861
3.59E+14,23,7496,3288136
3.56E+14,24,2472,3286791
3.59E+14,29,6264,3282913
R52H10L441Z,34,2374,3255344
3.56E+14,28,2852,3238703
3.54E+14,30,2068,3222114
3.58E+14,26,8851,3221478
R52GC0Y0KHD,32,2905,3220754
3.58E+14,30,8802,3204126
3.56E+14,24,3678,3203793
3.59E+14,25,4679,3194074
3.59E+14,27,5310,3192757
3.58E+14,27,11320,3179408
3.58E+14,29,4346,3172441
3.58E+14,32,5713,3169198
R52F80KHXRF,33,6373,3159380
3.59E+14,28,2161,3156520
3.57E+14,49,17635,3141188
3.59E+14,28,6275,3137098
3.58E+14,24,8864,3128601
3.58E+14,25,7225,3124802
3.59E+14,28,6868,3120116
3.57E+14,41,30316,3111379
9.90E+14,35,909,3105793
3.55E+14,30,2865,3085365
3.59E+14,22,6817,3085357
3.59E+14,24,7092,3084930
3.59E+14,32,3459,3080079
3.59E+14,23,4740,3077001
3.58E+14,27,20832,3076729
3.58E+14,25,12021,3064627
3.59E+14,29,3726,3059250
3.56E+14,27,3727,3033037
3.58E+14,26,5808,3027436
9.90E+14,35,2602,3026207
3.58E+14,23,13171,3000710
3.59E+14,20,6903,2993022
3.56E+14,25,6202,2988629
3.58E+14,27,5406,2986203
3.59E+14,31,8198,2984479
3.55E+14,33,3428,2978711
3.59E+14,30,5504,2971425
R52H10L44MN,28,2219,2967774
3.59E+14,26,4924,2963222
3.58E+14,25,4303,2956660
3.58E+14,23,3526,2954152
3.59E+14,23,5416,2940349
3.59E+14,22,7190,2927335
3.56E+14,27,11681,2916717
R52GC0Y0QTX,34,3338,2907012
3.58E+14,28,3884,2888905
3.58E+14,25,8549,2868225
3.58E+14,25,10048,2859253
3.58E+14,26,5043,2852602
R52H10L48CW,33,2617,2836604
3.54E+14,35,1753,2827383
3.58E+14,28,9575,2824099
3.55E+14,39,33862,2809061
3.59E+14,22,2898,2807564
3.59E+14,29,7753,2806247
9.90E+14,36,2572,2793459
3.59E+14,23,5399,2787156
3.58E+14,30,4039,2782711
3.59E+14,22,6818,2776896
3.58E+14,25,8817,2769073
3.58E+14,24,3393,2750489
3.54E+14,47,22788,2738114
3.59E+14,23,5237,2732707
3.59E+14,25,5391,2729795
3.59E+14,23,4763,2714311
3.59E+14,24,9245,2709181
3.58E+14,28,9671,2696946
3.59E+14,27,4586,2685530
3.59E+14,22,5249,2655835
3.59E+14,26,9009,2637858
3.56E+14,24,14396,2632007
3.59E+14,27,5722,2631054
3.59E+14,22,4196,2629595
R52GC0Y0HZL,34,1735,2601000
3.58E+14,25,15162,2592250
3.59E+14,22,6908,2590141
3.58E+14,21,5141,2579792
9.90E+14,35,1332,2566370
3.59E+14,26,8632,2558219
3.59E+14,22,5390,2547708
3.58E+14,26,8193,2542952
3.58E+14,26,17606,2542921
3.59E+14,22,7600,2541562
3.58E+14,20,6216,2537101
3.59E+14,22,7330,2532451
3.54E+14,34,1649,2530971
3.59E+14,25,4433,2527829
3.55E+14,32,1905,2500245
3.59E+14,23,5246,2496372
3.56E+14,24,5774,2488794
3.58E+14,23,9180,2486144
3.58E+14,27,6430,2484700
3.59E+14,27,7655,2480681
3.56E+14,22,4418,2465436
3.59E+14,29,6831,2465383
3.59E+14,32,5907,2459688
3.58E+14,24,5617,2440257
3.58E+14,26,13377,2440023
3.59E+14,28,6863,2431470
9.90E+14,36,2171,2429995
3.54E+14,36,3490,2425261
3.56E+14,31,2580,2423145
9.90E+14,61,8511,2422257
3.59E+14,28,5109,2417143
3.59E+14,21,5358,2412659
3.54E+14,25,1780,2390318
3.59E+14,32,6105,2364807
3.58E+14,21,8191,2364134
3.58E+14,26,6944,2363372
3.59E+14,29,5589,2363292
3.58E+14,41,1730,2361159
3.59E+14,24,3958,2353369
R52GC08EGPE,33,1468,2347603
3.58E+14,27,6699,2347236
3.59E+14,28,4178,2334221
9.90E+14,35,2582,2326157
3.59E+14,24,6664,2325850
3.58E+14,25,6134,2321345
3.58E+14,31,2901,2302281
3.59E+14,23,4645,2300742
3.54E+14,37,2455,2300400
3.53E+14,38,21373,2288995
3.59E+14,24,3663,2281261
3.59E+14,25,5562,2280696
3.55E+14,29,29120,2277508
3.58E+14,22,5638,2274899
3.58E+14,27,6494,2274751
3.59E+14,23,7887,2272378
3.58E+14,27,21191,2267879
3.59E+14,19,5058,2267401
3.58E+14,28,4555,2262258
3.58E+14,40,25983,2255485
3.56E+14,24,1332,2248718
3.56E+14,25,6875,2245782
3.54E+14,39,5271,2245541
3.58E+14,28,10832,2244807
3.58E+14,24,1026,2244671
3.59E+14,23,5982,2243733
3.58E+14,20,3237,2239704
3.57E+14,48,1639,2236479
3.58E+14,26,9507,2215241
3.59E+14,27,3217,2210693
3.56E+14,39,19451,2205937
3.59E+14,23,7349,2202371
3.58E+14,30,2462,2196969
3.58E+14,27,10304,2193725
3.59E+14,32,3651,2184891
3.56E+14,40,15413,2173851
3.58E+14,29,4361,2170525
3.58E+14,26,13123,2166288
3.59E+14,28,3713,2165615
3.56E+14,26,2302,2164075
3.56E+14,24,4297,2155972
9.90E+14,53,16830,2154436
3.58E+14,24,9856,2152079
3.58E+14,35,55843,2136054
3.59E+14,28,3194,2130527
3.58E+14,28,10807,2126049
3.56E+14,27,2077,2121172
3.59E+14,31,3846,2118857
3.59E+14,28,4464,2118771
3.59E+14,31,7596,2118173
3.56E+14,27,5419,2106677
R52H10L440W,34,2153,2106308
3.59E+14,28,7021,2102780
3.59E+14,23,4409,2101123
3.58E+14,60,40794,2096589
3.58E+14,26,22805,2088852
3.58E+14,26,3193,2088349
3.56E+14,41,13416,2087108
3.56E+14,20,7492,2075207
3.58E+14,41,17234,2067479
3.58E+14,26,10047,2066979
3.56E+14,22,2406,2063660
3.58E+14,26,5541,2058629
3.59E+14,24,3338,2055911
3.59E+14,22,3990,2055807
3.59E+14,22,3073,2050745
3.59E+14,22,5818,2049267
3.58E+14,40,42825,2039409
3.59E+14,31,3926,2038669
3.56E+14,22,6022,2035655
9.90E+14,33,2286,2035541
3.59E+14,23,3413,2028742
3.59E+14,23,7415,2027884
3.59E+14,24,2568,2019177
3.56E+14,26,8910,2018251
3.58E+14,26,9583,2010145
3.55E+14,42,15571,2006527
3.54E+14,36,22013,2006391
3.59E+14,29,5760,1982064
9.90E+14,35,2286,1981543
3.58E+14,27,7616,1975544
3.58E+14,26,8615,1974840
3.59E+14,29,4850,1973688
3.59E+14,27,4136,1973149
3.59E+14,27,3645,1962245
3.59E+14,27,5223,1958232
3.54E+14,37,2254,1948219
3.59E+14,23,7387,1947280
9.90E+14,49,5829,1934577
3.56E+14,28,5838,1931050
3.59E+14,25,5354,1925489
3.54E+14,20,1865,1913906
3.57E+14,51,19284,1912857
3.54E+14,33,5315,1911131
3.58E+14,22,2157,1910825
3.55E+14,40,38441,1899313
3.58E+14,36,19609,1893512
3.58E+14,25,4080,1883879
3.56E+14,30,10140,1879874
3.59E+14,23,6975,1877905
3.59E+14,24,7149,1871487
3.55E+14,34,1515,1870810
3.58E+14,24,5898,1861711
3.54E+14,48,16717,1860932
3.53E+14,46,14838,1856711
3.59E+14,23,10955,1856614
3.58E+14,24,11244,1852023
3.58E+14,26,4923,1840528
3.58E+14,30,11441,1839957
3.59E+14,24,7111,1837654
R52GC0Y0DCR,33,1639,1829661
9.90E+14,58,2533,1829390
3.58E+14,30,2765,1828379
3.59E+14,27,7226,1819781
9.90E+14,51,5441,1818808
3.59E+14,22,5658,1810237
3.59E+14,22,5641,1809627
3.57E+14,40,37795,1808774
3.59E+14,30,6199,1800107
R52H10L43PB,33,2414,1786713
3.59E+14,23,3624,1776128
3.57E+14,49,14584,1773476
R52GC0Y0H5R,32,3250,1773229
3.58E+14,21,1587,1768916
3.56E+14,27,3585,1760299
3.58E+14,26,4557,1749727
3.58E+14,22,1840,1747193
3.58E+14,28,8267,1736658
3.58E+14,24,3580,1724843
3.59E+14,22,4555,1716257
3.56E+14,48,5313,1699758
3.59E+14,29,7407,1694242
3.58E+14,26,8051,1687465
3.55E+14,34,1643,1680986
3.54E+14,43,3278,1680836
3.58E+14,24,6588,1673147
3.58E+14,25,6875,1672849
3.57E+14,40,25359,1652574
3.59E+14,22,3442,1652142
3.58E+14,27,5579,1639395
3.58E+14,26,13535,1617335
3.59E+14,29,3835,1609742
9.90E+14,58,12214,1603636
3.55E+14,34,1115,1603521
9.90E+14,35,1684,1600790
3.58E+14,26,10140,1589516
R52H10L44DL,34,4186,1580195
3.58E+14,24,675,1578119
3.59E+14,28,3677,1576820
9.90E+14,34,928,1574299
3.59E+14,24,7590,1571646
3.54E+14,37,900,1566532
3.59E+14,29,3350,1560516
3.58E+14,24,6805,1553139
3.58E+14,29,2482,1547257
3.56E+14,29,927,1541269
3.56E+14,28,7892,1527332
3.56E+14,30,9276,1524516
3.58E+14,26,18830,1515205
3.59E+14,30,8453,1513964
3.55E+14,41,35775,1509793
3.58E+14,26,3593,1506107
3.58E+14,27,17075,1487058
3.58E+14,28,6853,1481844
3.59E+14,27,4559,1477856
3.53E+14,39,15948,1476306
3.58E+14,27,5161,1474101
3.58E+14,30,4057,1463780
3.58E+14,18,6717,1462253
3.58E+14,27,5787,1458831
3.59E+14,30,6098,1458395
3.59E+14,29,7335,1456770
3.58E+14,28,3844,1450278
9.90E+14,33,3431,1442884
3.58E+14,22,8482,1429456
3.59E+14,23,5066,1425476
3.58E+14,27,6616,1415823
3.59E+14,28,3830,1411520
R52GA240TPB,34,1236,1409447
3.58E+14,41,40303,1402843
3.59E+14,22,6505,1395867
3.58E+14,40,1986,1391477
R52GC0Y0BNA,33,1948,1385636
3.58E+14,30,17267,1378231
3.54E+14,31,2929,1369442
3.56E+14,22,11036,1365640
3.59E+14,24,4620,1362734
3.58E+14,30,8341,1356385
3.59E+14,28,1858,1353738
3.59E+14,29,3573,1349262
3.59E+14,28,4179,1341016
3.55E+14,31,1928,1339767
3.58E+14,21,9759,1330439
3.55E+14,32,1909,1328953
9.90E+14,50,1376,1328799
9.90E+14,35,1726,1321647
3.58E+14,26,6232,1318039
3.58E+14,25,5319,1308086
3.54E+14,37,730,1306568
9.90E+14,33,2262,1301658
3.58E+14,27,8377,1299554
3.55E+14,30,1799,1297598
9.90E+14,53,16652,1292342
3.54E+14,37,858,1282624
9.90E+14,25,2498,1279536
3.58E+14,22,3413,1252861
3.58E+14,29,10188,1247825
3.58E+14,26,1145,1245314
3.59E+14,25,7191,1244321
3.59E+14,26,5317,1235803
3.55E+14,32,1354,1231653
3.58E+14,26,5988,1214089
3.58E+14,30,821,1208104
9.90E+14,32,1837,1206038
3.59E+14,28,7283,1205611
9.90E+14,45,3911,1199896
3.59E+14,23,5134,1197244
3.59E+14,23,3601,1195053
3.56E+14,19,2348,1194907
3.56E+14,29,3927,1188508
3.59E+14,33,6825,1185939
3.58E+14,23,4385,1169246
3.53E+14,27,1470,1158746
3.59E+14,60,23054,1152344
3.58E+14,28,724,1145755
R52H10L454Z,34,1141,1140858
3.56E+14,27,4636,1135244
3.56E+14,26,8927,1133182
R52H1052W5W,34,1626,1131400
3.56E+14,23,1203,1130536
3.59E+14,23,4791,1120012
3.58E+14,24,6801,1116832
9.90E+14,41,11736,1113870
3.59E+14,29,5947,1107071
9.90E+14,40,12121,1105438
3.58E+14,26,6087,1097843
3.58E+14,24,7094,1089112
3.55E+14,34,1626,1087058
3.56E+14,26,990,1059710
3.59E+14,25,5363,1053576
3.58E+14,29,6074,1049997
3.56E+14,21,8913,1044142
3.56E+14,26,573,1035784
3.58E+14,29,1683,1035271
3.58E+14,23,7825,1030117
3.58E+14,25,9979,1027567
3.56E+14,41,868,1027305
3.58E+14,34,20500,1013125
3.54E+14,50,6635,1009801
3.55E+14,35,5653,1003704
3.56E+14,27,3315,998339
3.55E+14,28,1835,998101
3.57E+14,20,877,993899
3.58E+14,27,8058,988632
R52F70QFFHP,35,1876,978967
3.58E+14,28,2912,974106
R52H1052R5R,34,572,971123
3.58E+14,27,3989,968295
3.59E+14,23,6843,963664
3.59E+14,29,3354,961342
3.57E+14,41,9850,959971
3.58E+14,29,2418,959443
R52GC0Y0FBK,34,7502,955615
3.59E+14,29,4953,948030
3.58E+14,27,4214,947924
3.54E+14,59,28814,946340
3.56E+14,25,7455,945379
3.58E+14,27,2575,941187
3.58E+14,26,3822,927730
3.59E+14,26,2753,926180
3.59E+14,28,7519,924495
9.90E+14,34,3420,919938
R52GC0Y0N5M,35,941,909205
R52H107WQBT,32,1202,909033
R52GC0Y0KME,33,1445,904026
3.58E+14,22,709,902383
3.56E+14,23,1596,900908
3.59E+14,22,6296,898804
3.58E+14,35,1992,896038
3.59E+14,23,5198,890599
3.59E+14,43,22902,890252
3.57E+14,45,27143,888131
3.58E+14,25,5282,885275
9.90E+14,35,1250,883584
9.90E+14,40,7831,881017
3.59E+14,28,7707,879208
3.59E+14,19,8073,878309
3.58E+14,26,10360,874664
3.58E+14,23,1565,872054
3.58E+14,28,7465,871807
3.56E+14,25,4226,869223
3.59E+14,22,5481,866974
R52H10L44LZ,34,640,865308
3.54E+14,57,82663,864266
3.56E+14,24,6075,859912
3.58E+14,59,65220,853708
3.59E+14,26,3242,850328
3.54E+14,30,2455,845681
9.90E+14,48,17686,843201
3.59E+14,24,6264,839567
3.59E+14,24,685,838879
3.59E+14,25,5374,835853
3.58E+14,26,4623,829038
3.58E+14,28,5777,822038
3.55E+14,30,941,819139
3.59E+14,26,4946,806007
3.58E+14,27,12639,804241
3.56E+14,24,1058,804135
3.59E+14,22,5280,803503
3.55E+14,24,654,802045
3.58E+14,26,5006,799953
R52H10L43HZ,34,744,795400
3.58E+14,33,11904,786558
3.56E+14,21,12203,786208
3.59E+14,30,2310,778231
3.59E+14,21,3459,777936
3.59E+14,25,7502,748939
3.58E+14,26,6615,747832
3.56E+14,29,8701,743705
3.55E+14,36,1061,743113
3.58E+14,26,1070,740422
3.58E+14,25,441,739591
dff4e00,58,908,734614
3.58E+14,30,5274,732656
3.58E+14,25,2614,725012
3.58E+14,26,7933,720026
9.90E+14,52,8896,714216
3.54E+14,37,699,712947
3.59E+14,23,5214,706872
3.58E+14,24,5043,700923
R52H1052SCV,34,1497,698347
3.58E+14,25,11035,694355
3.59E+14,26,1986,693844
3.54E+14,37,541,682038
3.59E+14,22,7204,670980
3.54E+14,37,344,670868
9.90E+14,51,30844,670684
9.90E+14,48,12580,666219
3.59E+14,64,4124,661737
3.59E+14,32,7251,658168
3.56E+14,24,490,656449
3.59E+14,30,5818,655737
3.57E+14,48,36743,651169
3.56E+14,24,6146,650497
3.56E+14,24,4066,644942
3.59E+14,22,5025,644504
3.58E+14,26,1907,642704
3.58E+14,25,7428,642242
R52H10L42NH,34,1699,627767
3.56E+14,25,8796,627743
3.59E+14,26,4951,621251
3.56E+14,26,628,619719
3.58E+14,27,18415,613062
3.59E+14,24,6093,611041
3.59E+14,28,6371,609992
3.59E+14,28,5579,606982
3.58E+14,19,3292,606529
3.56E+14,30,1650,604855
3.54E+14,59,25259,602579
3.58E+14,24,9849,601788
9.90E+14,37,1497,601704
3.58E+14,26,2227,599699
9.90E+14,35,1314,592002
3.59E+14,23,3769,588614
3.58E+14,21,2436,587572
3.56E+14,21,11026,581977
3.59E+14,22,6372,581630
3.58E+14,24,3271,573687
3.58E+14,45,36375,571857
9.90E+14,51,7544,569112
9.90E+14,38,22591,568216
R52GA2061BE,33,1950,563668
3.59E+14,28,4914,561004
R52GC0Y0E0M,34,1410,560704
3.58E+14,25,1921,559385
3.59E+14,27,6528,557607
3.56E+14,28,5632,557131
3.58E+14,26,3269,553433
3.58E+14,28,6495,550413
3.59E+14,27,4158,549162
R52F80KHYAK,40,5897,546309
3.55E+14,37,26719,542241
9.90E+14,34,2451,537266
3.58E+14,26,8930,537045
9c56344,57,1885,535102
3.59E+14,24,4794,533268
3.58E+14,25,7421,529897
R52H10L42EZ,33,979,529179
3.58E+14,24,7727,526432
3.58E+14,42,3014,526364
3.58E+14,25,2028,525231
3.56E+14,30,5117,522323
R52GC0Y0K9B,34,1598,520317
3.58E+14,23,5842,511632
3.57E+14,46,12997,510876
3.59E+14,28,4003,503247
3.59E+14,52,54841,500873
3.59E+14,29,3763,497727
3.59E+14,31,7511,483827
3.59E+14,21,2547,480307
3.59E+14,23,5927,474570
3.58E+14,29,993,473961
3.58E+14,23,12324,473489
3.58E+14,30,38266,473144
3.58E+14,27,1939,470084
3.56E+14,22,6907,468374
3.58E+14,20,670,463404
3.54E+14,39,2060,461190
3.58E+14,25,6054,460479
3.58E+14,21,5438,450080
3.58E+14,28,1830,443891
3.59E+14,26,6379,440331
3.58E+14,21,424,439709
3.59E+14,25,1169,435051
3.56E+14,27,4985,434353
3.59E+14,27,6540,426198
9.90E+14,49,17216,423784
9.90E+14,41,6956,422916
9.90E+14,35,1166,416826
3.58E+14,27,13208,416742
3.59E+14,29,2542,411820
3.59E+14,23,4242,410611
3.58E+14,23,2578,406362
3.59E+14,39,37683,399990
3.56E+14,25,3222,399240
3.58E+14,25,9887,398319
9.90E+14,34,1709,397627
3.58E+14,27,4808,395903
3.58E+14,27,1248,389371
3.59E+14,22,2073,386224
9.90E+14,33,2214,385585
R52GC0Y0P5X,34,4292,382379
9.90E+14,32,626,382348
d7163a0,57,961,381805
3.59E+14,24,3530,381715
3.59E+14,30,5046,380061
R52GC0Y0Q2H,34,609,376280
3.58E+14,26,11387,376081
R52H10L451Y,34,1461,371066
